StudentUserID,ProID,Score,DateMail,Clicked,ClickDate,Conversation,Appointment,PhotoPro,EntreprisePro,SecteurPro,PositionPro,ProSchool,ExperiencePro
575dbfd76ba9ba3c15df03cc,575d93796ba9ba634b63c1ce,,2017-03-30 17:31:26 +0200,false,,,,true,Novedia,it,Consultant,Ecole Centrale Paris,15
575dbfd76ba9ba3c15df03cc,575d932d6ba9ba634b63c107,,2017-03-30 17:31:26 +0200,false,,,,true,Air France,transportation_embarked,Directeur du programme Digital interne,Ecole Polytechnique,23
575dbfd76ba9ba3c15df03cc,586f741f9212590a2cd82356,,2017-03-30 17:31:26 +0200,false,,,,true,Devoteam,audit_counselling,Consultant/Auditeur en cybersécurité,Groupe EFREI,2
575dbfd76ba9ba3c15df03cc,575d880e6ba9ba4e88c2d820,,2017-03-30 17:31:26 +0200,false,,,,true,Auchan:Direct,it,Tech Lead,Ecole Centrale Paris,8
575dbfd86ba9ba3c15df03cf,581c690666703f029cce0ca7,,2017-03-30 17:31:26 +0200,false,,,,true,JCDecaux,production_distribution,Directeur de la Création et des Contenus,Université d'Orléans,20
575dbfd86ba9ba3c15df03cf,577ee9de89818078abbda2c2,,2017-03-30 17:31:26 +0200,false,,,,true,FCINQ,it,"Directeur de Projets, Associé",Les Gobelins,12
575dbfd86ba9ba3c15df03cf,575d90346ba9ba634b63c059,,2017-03-30 17:31:27 +0200,false,,,,true,My Job Glasses,it,Cofondatrice,HEC Paris,12
575dbfd86ba9ba3c15df03cf,5832af8266703f4cb1cbd59d,,2017-03-30 17:31:27 +0200,false,,,,true,PWC,audit_counselling,Consultante,IEP Sciences Po Lyon,3
575dbfd86ba9ba3c15df03d2,575d88076ba9ba4e88c2d800,,2017-03-30 17:31:27 +0200,false,,,,false,Centigo,audit_counselling,Management Consultant,Ecole Centrale Paris,3
575dbfd86ba9ba3c15df03d2,575d88206ba9ba4e88c2d841,,2017-03-30 17:31:27 +0200,false,,,,true,Air France,transportation_embarked,Chargée d'études - Veille & Analyse Sociale,IEP Sciences Po Paris,1
575dbfd86ba9ba3c15df03d2,5832af8266703f4cb1cbd59d,,2017-03-30 17:31:27 +0200,false,,,,true,PWC,audit_counselling,Consultante,IEP Sciences Po Lyon,3
575dbfd86ba9ba3c15df03d2,581c68679212597490e9b330,,2017-03-30 17:31:27 +0200,false,,,,true,JCDecaux,production_distribution,Directeur R&D Electronique et Digital,Ecole Polytechnique,14
575dbfd96ba9ba3c15df03d5,58738f4f9212594b59d38c50,0.5,2017-03-30 17:31:27 +0200,false,,,,true,Devoteam,audit_counselling,Consultant chef de projet,ISEP,9
575dbfd96ba9ba3c15df03d5,575d92b06ba9ba634b63c0ca,,2017-03-30 17:31:27 +0200,false,,,,true,Trumpf,production_distribution,Corporate Venturing/Innovation Mgmt,Ecole Centrale Paris,6
575dbfd96ba9ba3c15df03d5,575d880e6ba9ba4e88c2d820,,2017-03-30 17:31:27 +0200,false,,,,true,Auchan:Direct,it,Tech Lead,Ecole Centrale Paris,8
575dbfd96ba9ba3c15df03d5,575d93376ba9ba634b63c11f,,2017-03-30 17:31:27 +0200,false,,,,true,Société Générale,finance,Cadre Dirigeant,Ecole Centrale Paris,41
575dbfda6ba9ba3c15df03d8,575d93616ba9ba634b63c17f,,2017-03-30 17:31:27 +0200,false,,,,true,Cubyn,production_distribution,CTO,Ecole Centrale Paris,9
575dbfda6ba9ba3c15df03d8,575d93796ba9ba634b63c1ce,,2017-03-30 17:31:27 +0200,false,,,,true,Novedia,it,Consultant,Ecole Centrale Paris,15
575dbfda6ba9ba3c15df03d8,575d90376ba9ba634b63c065,,2017-03-30 17:31:27 +0200,false,,,,false,INSERM,public_organisation,Doctorante en génétique épidémiologique,Ecole Centrale Paris,15
575dbfda6ba9ba3c15df03d8,575d93446ba9ba634b63c137,,2017-03-30 17:31:27 +0200,false,,,,true,Nanomakers,energy_environment_construction,PDG,Ecole Centrale Paris,13
575dbfda6ba9ba3c15df03db,575d88056ba9ba4e88c2d7f8,1.0,2017-03-30 17:31:27 +0200,false,,,,true,AXA,finance,Health business transformation,EDHEC Business School,3
575dbfda6ba9ba3c15df03db,575d92ad6ba9ba634b63c0c1,1.0,2017-03-30 17:31:27 +0200,false,,,,false,AXA,finance,Head of AXA Group Solutions Japan,Ecole Centrale Paris,22
575dbfda6ba9ba3c15df03db,575d93b56ba9ba634b63c274,1.0,2017-03-30 17:31:27 +0200,false,,,,false,TOTAL,energy_environment_construction,Responsable des operations huile de base,Ecole des Mines de Nancy,14
575dbfda6ba9ba3c15df03db,582b4a17921259310e0ba2eb,1.0,2017-03-30 17:31:27 +0200,false,,,,true,Groupe PSA,production_distribution,Responsable Unité de Production,ENSAM Arts et Métiers ParisTech,6
575dbfdb6ba9ba3c15df03de,575d93616ba9ba634b63c17f,,2017-03-30 17:31:27 +0200,false,,,,true,Cubyn,production_distribution,CTO,Ecole Centrale Paris,9
575dbfdb6ba9ba3c15df03de,575d93376ba9ba634b63c11f,,2017-03-30 17:31:27 +0200,false,,,,true,Société Générale,finance,Cadre Dirigeant,Ecole Centrale Paris,41
575dbfdb6ba9ba3c15df03de,575d935e6ba9ba634b63c175,,2017-03-30 17:31:27 +0200,false,,,,false,CNRS,public_organisation,Physicienne,Ecole Centrale Paris,18
575dbfdb6ba9ba3c15df03de,575d932d6ba9ba634b63c107,,2017-03-30 17:31:27 +0200,false,,,,true,Air France,transportation_embarked,Directeur du programme Digital interne,Ecole Polytechnique,23
575dbfdc6ba9ba3c15df03e1,575d93446ba9ba634b63c137,,2017-03-30 17:31:28 +0200,false,,,,true,Nanomakers,energy_environment_construction,PDG,Ecole Centrale Paris,13
575dbfdc6ba9ba3c15df03e1,575d88116ba9ba4e88c2d824,,2017-03-30 17:31:28 +0200,false,,,,true,ZenWeShare,finance,Fondateur&Data Scientist,Ecole des Mines ParisTech,9
575dbfdc6ba9ba3c15df03e1,586f741f9212590a2cd82356,,2017-03-30 17:31:28 +0200,false,,,,true,Devoteam,audit_counselling,Consultant/Auditeur en cybersécurité,Groupe EFREI,2
575dbfdc6ba9ba3c15df03e1,575d93506ba9ba634b63c154,,2017-03-30 17:31:28 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfdc6ba9ba3c15df03e4,575d92b06ba9ba634b63c0ca,,2017-03-30 17:31:28 +0200,false,,,,true,Trumpf,production_distribution,Corporate Venturing/Innovation Mgmt,Ecole Centrale Paris,6
575dbfdc6ba9ba3c15df03e4,575d93286ba9ba634b63c0f7,,2017-03-30 17:31:28 +0200,false,,,,true,My Job Glasses,it,Cofondateur,Ecole Centrale Paris,8
575dbfdc6ba9ba3c15df03e4,586f741f9212590a2cd82356,,2017-03-30 17:31:28 +0200,false,,,,true,Devoteam,audit_counselling,Consultant/Auditeur en cybersécurité,Groupe EFREI,2
575dbfdc6ba9ba3c15df03e4,575d93506ba9ba634b63c154,,2017-03-30 17:31:28 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfdd6ba9ba3c15df03e7,575d935e6ba9ba634b63c175,,2017-03-30 17:31:28 +0200,false,,,,false,CNRS,public_organisation,Physicienne,Ecole Centrale Paris,18
575dbfdd6ba9ba3c15df03e7,58287fcc66703f3692651fb1,,2017-03-30 17:31:28 +0200,false,,,,true,ECO GTB,energy_environment_construction,PDG,ENSAM Arts et Métiers ParisTech,8
575dbfdd6ba9ba3c15df03e7,575d93376ba9ba634b63c11f,,2017-03-30 17:31:28 +0200,false,,,,true,Société Générale,finance,Cadre Dirigeant,Ecole Centrale Paris,41
575dbfdd6ba9ba3c15df03e7,575d93506ba9ba634b63c154,,2017-03-30 17:31:28 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfde6ba9ba3c15df03ea,575d93796ba9ba634b63c1ce,,2017-03-30 17:31:28 +0200,false,,,,true,Novedia,it,Consultant,Ecole Centrale Paris,15
575dbfde6ba9ba3c15df03ea,575d93446ba9ba634b63c137,,2017-03-30 17:31:28 +0200,false,,,,true,Nanomakers,energy_environment_construction,PDG,Ecole Centrale Paris,13
575dbfde6ba9ba3c15df03ea,58287fcc66703f3692651fb1,,2017-03-30 17:31:28 +0200,false,,,,true,ECO GTB,energy_environment_construction,PDG,ENSAM Arts et Métiers ParisTech,8
575dbfde6ba9ba3c15df03ea,575d88336ba9ba4e88c2d872,,2017-03-30 17:31:28 +0200,false,,,,true,AXA,finance,Digital Transformation Manager,IEP Sciences Po Paris,9
575dbfde6ba9ba3c15df03ed,575d880e6ba9ba4e88c2d820,,2017-03-30 17:31:28 +0200,false,,,,true,Auchan:Direct,it,Tech Lead,Ecole Centrale Paris,8
575dbfde6ba9ba3c15df03ed,575d935e6ba9ba634b63c175,,2017-03-30 17:31:28 +0200,false,,,,false,CNRS,public_organisation,Physicienne,Ecole Centrale Paris,18
575dbfde6ba9ba3c15df03ed,575d88116ba9ba4e88c2d824,,2017-03-30 17:31:28 +0200,true,2017-03-30 17:36:02 +0200,,,true,ZenWeShare,finance,Fondateur&Data Scientist,Ecole des Mines ParisTech,9
575dbfde6ba9ba3c15df03ed,575d93506ba9ba634b63c154,,2017-03-30 17:31:28 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfdf6ba9ba3c15df03f0,575d880e6ba9ba4e88c2d820,,2017-03-30 17:31:29 +0200,false,,,,true,Auchan:Direct,it,Tech Lead,Ecole Centrale Paris,8
575dbfdf6ba9ba3c15df03f0,575d93506ba9ba634b63c154,,2017-03-30 17:31:29 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfdf6ba9ba3c15df03f0,575d93796ba9ba634b63c1ce,,2017-03-30 17:31:29 +0200,false,,,,true,Novedia,it,Consultant,Ecole Centrale Paris,15
575dbfdf6ba9ba3c15df03f0,58287fcc66703f3692651fb1,,2017-03-30 17:31:29 +0200,false,,,,true,ECO GTB,energy_environment_construction,PDG,ENSAM Arts et Métiers ParisTech,8
575dbfe06ba9ba3c15df03f3,575d935e6ba9ba634b63c175,,2017-03-30 17:31:29 +0200,false,,,,false,CNRS,public_organisation,Physicienne,Ecole Centrale Paris,18
575dbfe06ba9ba3c15df03f3,5763a3bb6ba9ba650cc756b9,,2017-03-30 17:31:29 +0200,false,,,,true,TOTAL,energy_environment_construction,International digital projects & assets development leader - Bitumen business line,ENSPM Pétrole et moteurs,7
575dbfe06ba9ba3c15df03f3,575d93286ba9ba634b63c0f7,,2017-03-30 17:31:29 +0200,false,,,,true,My Job Glasses,it,Cofondateur,Ecole Centrale Paris,8
575dbfe06ba9ba3c15df03f3,58287fcc66703f3692651fb1,,2017-03-30 17:31:29 +0200,false,,,,true,ECO GTB,energy_environment_construction,PDG,ENSAM Arts et Métiers ParisTech,8
575dbfe06ba9ba3c15df03f6,586f741f9212590a2cd82356,,2017-03-30 17:31:29 +0200,false,,,,true,Devoteam,audit_counselling,Consultant/Auditeur en cybersécurité,Groupe EFREI,2
575dbfe06ba9ba3c15df03f6,575d93506ba9ba634b63c154,,2017-03-30 17:31:29 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfe06ba9ba3c15df03f6,575d92b06ba9ba634b63c0ca,,2017-03-30 17:31:29 +0200,false,,,,true,Trumpf,production_distribution,Corporate Venturing/Innovation Mgmt,Ecole Centrale Paris,6
575dbfe06ba9ba3c15df03f6,575d93286ba9ba634b63c0f7,,2017-03-30 17:31:29 +0200,false,,,,true,My Job Glasses,it,Cofondateur,Ecole Centrale Paris,8
575dbfe16ba9ba3c15df03f9,58287fcc66703f3692651fb1,,2017-03-30 17:31:29 +0200,false,,,,true,ECO GTB,energy_environment_construction,PDG,ENSAM Arts et Métiers ParisTech,8
575dbfe16ba9ba3c15df03f9,575d93506ba9ba634b63c154,,2017-03-30 17:31:29 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfe16ba9ba3c15df03f9,5763a3bb6ba9ba650cc756b9,,2017-03-30 17:31:29 +0200,false,,,,true,TOTAL,energy_environment_construction,International digital projects & assets development leader - Bitumen business line,ENSPM Pétrole et moteurs,7
575dbfe16ba9ba3c15df03f9,575d90376ba9ba634b63c065,,2017-03-30 17:31:29 +0200,false,,,,false,INSERM,public_organisation,Doctorante en génétique épidémiologique,Ecole Centrale Paris,15
575dbfe26ba9ba3c15df03fc,575d93286ba9ba634b63c0f7,,2017-03-30 17:31:29 +0200,false,,,,true,My Job Glasses,it,Cofondateur,Ecole Centrale Paris,8
575dbfe26ba9ba3c15df03fc,58287fcc66703f3692651fb1,,2017-03-30 17:31:29 +0200,false,,,,true,ECO GTB,energy_environment_construction,PDG,ENSAM Arts et Métiers ParisTech,8
575dbfe26ba9ba3c15df03fc,575d93446ba9ba634b63c137,,2017-03-30 17:31:29 +0200,false,,,,true,Nanomakers,energy_environment_construction,PDG,Ecole Centrale Paris,13
575dbfe26ba9ba3c15df03fc,575d90376ba9ba634b63c065,,2017-03-30 17:31:29 +0200,false,,,,false,INSERM,public_organisation,Doctorante en génétique épidémiologique,Ecole Centrale Paris,15
575dbfe26ba9ba3c15df03ff,575d88336ba9ba4e88c2d872,,2017-03-30 17:31:29 +0200,false,,,,true,AXA,finance,Digital Transformation Manager,IEP Sciences Po Paris,9
575dbfe26ba9ba3c15df03ff,575d937e6ba9ba634b63c1e2,,2017-03-30 17:31:29 +0200,false,,,,true,Air France,transportation_embarked,Pilote de Ligne,HEC Paris,16
575dbfe26ba9ba3c15df03ff,575d93506ba9ba634b63c154,,2017-03-30 17:31:29 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfe26ba9ba3c15df03ff,575d90376ba9ba634b63c065,,2017-03-30 17:31:30 +0200,false,,,,false,INSERM,public_organisation,Doctorante en génétique épidémiologique,Ecole Centrale Paris,15
575dbfe36ba9ba3c15df0402,575d937e6ba9ba634b63c1e2,,2017-03-30 17:31:30 +0200,false,,,,true,Air France,transportation_embarked,Pilote de Ligne,HEC Paris,16
575dbfe36ba9ba3c15df0402,575d932d6ba9ba634b63c107,,2017-03-30 17:31:30 +0200,false,,,,true,Air France,transportation_embarked,Directeur du programme Digital interne,Ecole Polytechnique,23
575dbfe36ba9ba3c15df0402,5763a3bb6ba9ba650cc756b9,,2017-03-30 17:31:30 +0200,false,,,,true,TOTAL,energy_environment_construction,International digital projects & assets development leader - Bitumen business line,ENSPM Pétrole et moteurs,7
575dbfe36ba9ba3c15df0402,575d88116ba9ba4e88c2d824,,2017-03-30 17:31:30 +0200,false,,,,true,ZenWeShare,finance,Fondateur&Data Scientist,Ecole des Mines ParisTech,9
575dbfe46ba9ba3c15df0405,575d934d6ba9ba634b63c14e,1.0,2017-03-30 17:31:30 +0200,false,,,,false,Conseil supérieur de l'audiovisuel,public_organisation,Directeur des médias TV,Ecole Centrale Paris,17
575dbfe46ba9ba3c15df0405,575d939b6ba9ba634b63c226,1.0,2017-03-30 17:31:30 +0200,false,,,,false,VINCI Energies,energy_environment_construction,Directeur de projets,Ecole Centrale Paris,13
575dbfe46ba9ba3c15df0405,575d93b56ba9ba634b63c274,1.0,2017-03-30 17:31:30 +0200,false,,,,false,TOTAL,energy_environment_construction,Responsable des operations huile de base,Ecole des Mines de Nancy,14
575dbfe46ba9ba3c15df0405,5811299e66703f67ff317372,1.0,2017-03-30 17:31:30 +0200,false,,,,false,GROUPE LEADER,audit_counselling,"Recrutement, conseil RH, accompagnement projet professionnel, coaching",Grenoble Ecole de management / ESC Grenoble,25
575dbfe56ba9ba3c15df040b,575d93286ba9ba634b63c0f7,,2017-03-30 17:31:30 +0200,false,,,,true,My Job Glasses,it,Cofondateur,Ecole Centrale Paris,8
575dbfe56ba9ba3c15df040b,575d93616ba9ba634b63c17f,,2017-03-30 17:31:30 +0200,false,,,,true,Cubyn,production_distribution,CTO,Ecole Centrale Paris,9
575dbfe56ba9ba3c15df040b,5763a3bb6ba9ba650cc756b9,,2017-03-30 17:31:30 +0200,false,,,,true,TOTAL,energy_environment_construction,International digital projects & assets development leader - Bitumen business line,ENSPM Pétrole et moteurs,7
575dbfe56ba9ba3c15df040b,575d935e6ba9ba634b63c175,,2017-03-30 17:31:30 +0200,false,,,,false,CNRS,public_organisation,Physicienne,Ecole Centrale Paris,18
575dbfe66ba9ba3c15df040e,575d935e6ba9ba634b63c175,,2017-03-30 17:31:31 +0200,false,,,,false,CNRS,public_organisation,Physicienne,Ecole Centrale Paris,18
575dbfe66ba9ba3c15df040e,575d93616ba9ba634b63c17f,,2017-03-30 17:31:31 +0200,false,,,,true,Cubyn,production_distribution,CTO,Ecole Centrale Paris,9
575dbfe66ba9ba3c15df040e,575d90376ba9ba634b63c065,,2017-03-30 17:31:31 +0200,false,,,,false,INSERM,public_organisation,Doctorante en génétique épidémiologique,Ecole Centrale Paris,15
575dbfe66ba9ba3c15df040e,575d93286ba9ba634b63c0f7,,2017-03-30 17:31:31 +0200,false,,,,true,My Job Glasses,it,Cofondateur,Ecole Centrale Paris,8
575dbfe66ba9ba3c15df0411,575d932d6ba9ba634b63c107,,2017-03-30 17:31:31 +0200,false,,,,true,Air France,transportation_embarked,Directeur du programme Digital interne,Ecole Polytechnique,23
575dbfe66ba9ba3c15df0411,575d880e6ba9ba4e88c2d820,,2017-03-30 17:31:31 +0200,false,,,,true,Auchan:Direct,it,Tech Lead,Ecole Centrale Paris,8
575dbfe66ba9ba3c15df0411,575d935e6ba9ba634b63c175,,2017-03-30 17:31:31 +0200,false,,,,false,CNRS,public_organisation,Physicienne,Ecole Centrale Paris,18
575dbfe66ba9ba3c15df0411,575d90376ba9ba634b63c065,,2017-03-30 17:31:31 +0200,false,,,,false,INSERM,public_organisation,Doctorante en génétique épidémiologique,Ecole Centrale Paris,15
575dbfe76ba9ba3c15df0414,575d932d6ba9ba634b63c107,,2017-03-30 17:31:31 +0200,false,,,,true,Air France,transportation_embarked,Directeur du programme Digital interne,Ecole Polytechnique,23
575dbfe76ba9ba3c15df0414,575d90376ba9ba634b63c065,,2017-03-30 17:31:31 +0200,false,,,,false,INSERM,public_organisation,Doctorante en génétique épidémiologique,Ecole Centrale Paris,15
575dbfe76ba9ba3c15df0414,575d93506ba9ba634b63c154,,2017-03-30 17:31:32 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfe76ba9ba3c15df0414,575d93286ba9ba634b63c0f7,,2017-03-30 17:31:32 +0200,false,,,,true,My Job Glasses,it,Cofondateur,Ecole Centrale Paris,8
575dbfe86ba9ba3c15df0417,575d93616ba9ba634b63c17f,,2017-03-30 17:31:32 +0200,false,,,,true,Cubyn,production_distribution,CTO,Ecole Centrale Paris,9
575dbfe86ba9ba3c15df0417,575d93286ba9ba634b63c0f7,,2017-03-30 17:31:32 +0200,false,,,,true,My Job Glasses,it,Cofondateur,Ecole Centrale Paris,8
575dbfe86ba9ba3c15df0417,575d93796ba9ba634b63c1ce,,2017-03-30 17:31:32 +0200,false,,,,true,Novedia,it,Consultant,Ecole Centrale Paris,15
575dbfe86ba9ba3c15df0417,575d932d6ba9ba634b63c107,,2017-03-30 17:31:32 +0200,false,,,,true,Air France,transportation_embarked,Directeur du programme Digital interne,Ecole Polytechnique,23
575dbfe86ba9ba3c15df041a,575d93376ba9ba634b63c11f,,2017-03-30 17:31:32 +0200,false,,,,true,Société Générale,finance,Cadre Dirigeant,Ecole Centrale Paris,41
575dbfe86ba9ba3c15df041a,575d88336ba9ba4e88c2d872,,2017-03-30 17:31:32 +0200,false,,,,true,AXA,finance,Digital Transformation Manager,IEP Sciences Po Paris,9
575dbfe86ba9ba3c15df041a,575d935e6ba9ba634b63c175,,2017-03-30 17:31:32 +0200,false,,,,false,CNRS,public_organisation,Physicienne,Ecole Centrale Paris,18
575dbfe86ba9ba3c15df041a,575d937e6ba9ba634b63c1e2,,2017-03-30 17:31:32 +0200,false,,,,true,Air France,transportation_embarked,Pilote de Ligne,HEC Paris,16
575dbfe96ba9ba3c15df041d,575d93616ba9ba634b63c17f,,2017-03-30 17:31:32 +0200,false,,,,true,Cubyn,production_distribution,CTO,Ecole Centrale Paris,9
575dbfe96ba9ba3c15df041d,575d93796ba9ba634b63c1ce,,2017-03-30 17:31:32 +0200,false,,,,true,Novedia,it,Consultant,Ecole Centrale Paris,15
575dbfe96ba9ba3c15df041d,575d92b06ba9ba634b63c0ca,,2017-03-30 17:31:32 +0200,false,,,,true,Trumpf,production_distribution,Corporate Venturing/Innovation Mgmt,Ecole Centrale Paris,6
575dbfe96ba9ba3c15df041d,575d93376ba9ba634b63c11f,,2017-03-30 17:31:32 +0200,false,,,,true,Société Générale,finance,Cadre Dirigeant,Ecole Centrale Paris,41
575dbfea6ba9ba3c15df0420,575d93506ba9ba634b63c154,,2017-03-30 17:31:32 +0200,false,,,,true,RTE,energy_environment_construction,Dispatcher,Ecole Centrale Paris,3
575dbfea6ba9ba3c15df0420,5763a3bb6ba9ba650cc756b9,,2017-03-30 17:31:32 +0200,false,,,,true,TOTAL,energy_environment_construction,International digital projects & assets development leader - Bitumen business line,ENSPM Pétrole et moteurs,7
575dbfea6ba9ba3c15df0420,575d93616ba9ba634b63c17f,,2017-03-30 17:31:32 +0200,false,,,,true,Cubyn,production_distribution,CTO,Ecole Centrale Paris,9
575dbfea6ba9ba3c15df0420,575d932d6ba9ba634b63c107,,2017-03-30 17:31:33 +0200,false,,,,true,Air France,transportation_embarked,Directeur du programme Digital interne,Ecole Polytechnique,23
575dbfea6ba9ba3c15df0423,58287fcc66703f3692651fb1,,2017-03-30 17:31:33 +0200,false,,,,true,ECO GTB,energy_environment_construction,PDG,ENSAM Arts et Métiers ParisTech,8
575dbfea6ba9ba3c15df0423,575d880e6ba9ba4e88c2d820,,2017-03-30 17:31:33 +0200,false,,,,true,Auchan:Direct,it,Tech Lead,Ecole Centrale Paris,8
